San Cristobal,Venezuela,HILAA,HILARION-Abastos,Carlos Hernandez,Sales Representative,(5) 555-1340,(5) 555-1948,7,1,11.07.2022 13:22:10,HILARION-Abastos,Carlos Hernandez,Sales Representative,Venezuela,San Cristobal,(5) 555-1340,(5) 555-1948
Elgin,USA,HUNGC,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,(503) 555-6874,(503) 555-2376,7,1,11.07.2022 13:22:10,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,USA,Elgin,(503) 555-6874,(503) 555-2376
Cork,Ireland,HUNGO,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,2967 542,2967 3333,7,1,11.07.2022 13:22:10,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Ireland,Cork,2967 542,2967 3333
Cowes,UK,ISLAT,Island Trading,Helen Bennett,Marketing Manager,(198) 555-8888,,7,1,11.07.2022 13:22:10,Island Trading,Helen Bennett,Marketing Manager,UK,Cowes,(198) 555-8888,
Brandenburg,Germany,KOENE,Koniglich Essen,Philip Cramer,Sales Associate,0555-09876,,7,1,11.07.2022 13:22:10,Koniglich Essen,Philip Cramer,Sales Associate,Germany,Brandenburg,0555-09876,
Versailles,France,LACOR,La corne d'abondance,Daniel Tonini,Sales Representative,30.59.84.10,30.59.85.11,7,1,11.07.2022 13:22:10,La corne d'abondance,Daniel Tonini,Sales Representative,France,Versailles,30.59.84.10,30.59.85.11
Toulouse,France,LAMAI,La maison d'Asie,Annette Roulet,Sales Manager,61.77.61.10,61.77.61.11,7,1,11.07.2022 13:22:10,La maison d'Asie,Annette Roulet,Sales Manager,France,Toulouse,61.77.61.10,61.77.61.11
Vancouver,Canada,LAUGB,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,(604) 555-3392,(604) 555-7293,7,1,11.07.2022 13:22:10,Laughing Bacchus Wine Cellars,Yoshi Tannamuri,Marketing Assistant,Canada,Vancouver,(604) 555-3392,(604) 555-7293
Walla Walla,USA,LAZYK,Lazy K Kountry Store,John Steel,Marketing Manager,(509) 555-7969,(509) 555-6221,7,1,11.07.2022 13:22:10,Lazy K Kountry Store,John Steel,Marketing Manager,USA,Walla Walla,(509) 555-7969,(509) 555-6221
Frankfurt a.M.,Germany,LEHMS,Lehmanns Marktstand,Renate Messner,Sales Representative,069-0245984,069-0245874,7,1,11.07.2022 13:22:10,Lehmanns Marktstand,Renate Messner,Sales Representative,Germany,Frankfurt a.M.,069-0245984,069-0245874
San Francisco,USA,LETSS,Let's Stop N Shop,Jaime Yorres,Owner,(415) 555-5938,,7,1,11.07.2022 13:22:10,Let's Stop N Shop,Jaime Yorres,Owner,USA,San Francisco,(415) 555-5938,
Barquisimeto,Venezuela,LILAS,LILA-Supermercado,Carlos Gonzalez,Accounting Manager,(9) 331-6954,(9) 331-7256,7,1,11.07.2022 13:22:10,LILA-Supermercado,Carlos Gonzalez,Accounting Manager,Venezuela,Barquisimeto,(9) 331-6954,(9) 331-7256
I. de Margarita,Venezuela,LINOD,LINO-Delicateses,Felipe Izquierdo,Owner,(8) 34-56-12,(8) 34-93-93,7,1,11.07.2022 13:22:10,LINO-Delicateses,Felipe Izquierdo,Owner,Venezuela,I. de Margarita,(8) 34-56-12,(8) 34-93-93
Portland,USA,LONEP,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,(503) 555-9573,(503) 555-9646,7,1,11.07.2022 13:22:10,Lonesome Pine Restaurant,Fran Wilson,Sales Manager,USA,Portland,(503) 555-9573,(503) 555-9646
Bergamo,Italy,MAGAA,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,035-640230,035-640231,7,1,11.07.2022 13:22:10,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Italy,Bergamo,035-640230,035-640231
Bruxelles,Belgium,MAISD,Maison Dewey,Catherine Dewey,Sales Agent,(02) 201 24 67,(02) 201 24 68,7,1,11.07.2022 13:22:10,Maison Dewey,Catherine Dewey,Sales Agent,Belgium,Bruxelles,(02) 201 24 67,(02) 201 24 68
Montreal,Canada,MEREP,Mere Paillarde,Jean Fresniere,Marketing Assistant,(514) 555-8054,(514) 555-8055,7,1,11.07.2022 13:22:10,Mere Paillarde,Jean Fresniere,Marketing Assistant,Canada,Montreal,(514) 555-8054,(514) 555-8055
Leipzig,Germany,MORGK,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,0342-023176,,7,1,11.07.2022 13:22:10,Morgenstern Gesundkost,Alexander Feuer,Marketing Assistant,Germany,Leipzig,0342-023176,
London,UK,NORTS,North/South,Simon Crowther,Sales Associate,(171) 555-7733,(171) 555-2530,7,1,11.07.2022 13:22:10,North/South,Simon Crowther,Sales Associate,UK,London,(171) 555-7733,(171) 555-2530
Buenos Aires,Argentina,OCEAN,Oceano Atlantico Ltda.,Yvonne Moncada,Sales Agent,(1) 135-5333,(1) 135-5535,7,1,11.07.2022 13:22:10,Oceano Atlantico Ltda.,Yvonne Moncada,Sales Agent,Argentina,Buenos Aires,(1) 135-5333,(1) 135-5535
Anchorage,USA,OLDWO,Old World Delicatessen,Rene Phillips,Sales Representative,(907) 555-7584,(907) 555-2880,7,1,11.07.2022 13:22:10,Old World Delicatessen,Rene Phillips,Sales Representative,USA,Anchorage,(907) 555-7584,(907) 555-2880
Koln,Germany,OTTIK,Ottilies Kaseladen,Henriette Pfalzheim,Owner,0221-0644327,0221-0765721,7,1,11.07.2022 13:22:10,Ottilies Kaseladen,Henriette Pfalzheim,Owner,Germany,Koln,0221-0644327,0221-0765721
Paris,France,PARIS,Paris specialites,Marie Bertrand,Owner,(1) 42.34.22.66,(1) 42.34.22.77,7,1,11.07.2022 13:22:10,Paris specialites,Marie Bertrand,Owner,France,Paris,(1) 42.34.22.66,(1) 42.34.22.77
Mexico D.F.,Mexico,PERIC,Pericles Comidas clasicas,Guillermo Fernandez,Sales Representative,(5) 552-3745,(5) 545-3745,7,1,11.07.2022 13:22:10,Pericles Comidas clasicas,Guillermo Fernandez,Sales Representative,Mexico,Mexico D.F.,(5) 552-3745,(5) 545-3745
Salzburg,Austria,PICCO,Piccolo und mehr,Georg Pipps,Sales Manager,6562-9722,6562-9723,7,1,11.07.2022 13:22:10,Piccolo und mehr,Georg Pipps,Sales Manager,Austria,Salzburg,6562-9722,6562-9723
Lisboa,Portugal,PRINI,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,(1) 356-5634,,7,1,11.07.2022 13:22:10,Princesa Isabel Vinhos,Isabel de Castro,Sales Representative,Portugal,Lisboa,(1) 356-5634,
Rio de Janeiro,Brazil,QUEDE,Que Delicia,Bernardo Batista,Accounting Manager,(21) 555-4252,(21) 555-4545,7,1,11.07.2022 13:22:10,Que Delicia,Bernardo Batista,Accounting Manager,Brazil,Rio de Janeiro,(21) 555-4252,(21) 555-4545
Sao Paulo,Brazil,QUEEN,Queen Cozinha,Lucia Carvalho,Marketing Assistant,(11) 555-1189,,7,1,11.07.2022 13:22:10,Queen Cozinha,Lucia Carvalho,Marketing Assistant,Brazil,Sao Paulo,(11) 555-1189,
Cunewalde,Germany,QUICK,QUICK-Stop,Horst Kloss,Accounting Manager,0372-035188,,7,1,11.07.2022 13:22:10,QUICK-Stop,Horst Kloss,Accounting Manager,Germany,Cunewalde,0372-035188,
Buenos Aires,Argentina,RANCH,Rancho grande,Sergio Gutierrez,Sales Representative,(1) 123-5555,(1) 123-5556,7,1,11.07.2022 13:22:10,Rancho grande,Sergio Gutierrez,Sales Representative,Argentina,Buenos Aires,(1) 123-5555,(1) 123-5556
Albuquerque,USA,RATTC,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,(505) 555-5939,(505) 555-3620,7,1,11.07.2022 13:22:10,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,USA,Albuquerque,(505) 555-5939,(505) 555-3620
Reggio Emilia,Italy,REGGC,Reggiani Caseifici,Maurizio Moroni,Sales Associate,0522-556721,0522-556722,7,1,11.07.2022 13:22:10,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Italy,Reggio Emilia,0522-556721,0522-556722
Rio de Janeiro,Brazil,RICAR,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,(21) 555-3412,,7,1,11.07.2022 13:22:10,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Brazil,Rio de Janeiro,(21) 555-3412,
Geneve,Switzerland,RICSU,Richter Supermarkt,Michael Holz,Sales Manager,0897-034214,,7,1,11.07.2022 13:22:10,Richter Supermarkt,Michael Holz,Sales Manager,Switzerland,Geneve,0897-034214,
Madrid,Spain,ROMEY,Romero y tomillo,Alejandra Camino,Accounting Manager,(91) 745 6200,(91) 745 6210,7,1,11.07.2022 13:22:10,Romero y tomillo,Alejandra Camino,Accounting Manager,Spain,Madrid,(91) 745 6200,(91) 745 6210
Stavern,Norway,SANTG,Sante Gourmet,Jonas Bergulfsen,Owner,07-98 92 35,07-98 92 47,7,1,11.07.2022 13:22:10,Sante Gourmet,Jonas Bergulfsen,Owner,Norway,Stavern,07-98 92 35,07-98 92 47
Boise,USA,SAVEA,Save-a-lot Markets,Jose Pavarotti,Sales Representative,(208) 555-8097,,7,1,11.07.2022 13:22:10,Save-a-lot Markets,Jose Pavarotti,Sales Representative,USA,Boise,(208) 555-8097,
London,UK,SEVES,Seven Seas Imports,Hari Kumar,Sales Manager,(171) 555-1717,(171) 555-5646,7,1,11.07.2022 13:22:10,Seven Seas Imports,Hari Kumar,Sales Manager,UK,London,(171) 555-1717,(171) 555-5646
Kobenhavn,Denmark,SIMOB,Simons bistro,Jytte Petersen,Owner,31 12 34 56,31 13 35 57,7,1,11.07.2022 13:22:10,Simons bistro,Jytte Petersen,Owner,Denmark,Kobenhavn,31 12 34 56,31 13 35 57
Paris,France,SPECD,Specialites du monde,Dominique Perrier,Marketing Manager,(1) 47.55.60.10,(1) 47.55.60.20,7,1,11.07.2022 13:22:10,Specialites du monde,Dominique Perrier,Marketing Manager,France,Paris,(1) 47.55.60.10,(1) 47.55.60.20
Lander,USA,SPLIR,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,(307) 555-4680,(307) 555-6525,7,1,11.07.2022 13:22:10,Split Rail Beer & Ale,Art Braunschweiger,Sales Manager,USA,Lander,(307) 555-4680,(307) 555-6525
Charleroi,Belgium,SUPRD,Supremes delices,Pascale Cartrain,Accounting Manager,(071) 23 67 22 20,(071) 23 67 22 21,7,1,11.07.2022 13:22:10,Supremes delices,Pascale Cartrain,Accounting Manager,Belgium,Charleroi,(071) 23 67 22 20,(071) 23 67 22 21
Portland,USA,THEBI,The Big Cheese,Liz Nixon,Marketing Manager,(503) 555-3612,,7,1,11.07.2022 13:22:10,The Big Cheese,Liz Nixon,Marketing Manager,USA,Portland,(503) 555-3612,
Butte,USA,THECR,The Cracker Box,Liu Wong,Marketing Assistant,(406) 555-5834,(406) 555-8083,7,1,11.07.2022 13:22:10,The Cracker Box,Liu Wong,Marketing Assistant,USA,Butte,(406) 555-5834,(406) 555-8083
Munster,Germany,TOMSP,Toms Spezialitaten,Karin Josephs,Marketing Manager,0251-031259,0251-035695,7,1,11.07.2022 13:22:10,Toms Spezialitaten,Karin Josephs,Marketing Manager,Germany,Munster,0251-031259,0251-035695
Mexico D.F.,Mexico,TORTU,Tortuga Restaurante,Miguel Angel Paolino,Owner,(5) 555-2933,,7,1,11.07.2022 13:22:10,Tortuga Restaurante,Miguel Angel Paolino,Owner,Mexico,Mexico D.F.,(5) 555-2933,
Sao Paulo,Brazil,TRADH,Tradicao Hipermercados,Anabela Domingues,Sales Representative,(11) 555-2167,(11) 555-2168,7,1,11.07.2022 13:22:10,Tradicao Hipermercados,Anabela Domingues,Sales Representative,Brazil,Sao Paulo,(11) 555-2167,(11) 555-2168
Kirkland,USA,TRAIH,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,(206) 555-8257,(206) 555-2174,7,1,11.07.2022 13:22:10,Trail's Head Gourmet Provisioners,Helvetius Nagy,Sales Associate,USA,Kirkland,(206) 555-8257,(206) 555-2174
Arhus,Denmark,VAFFE,Vaffeljernet,Palle Ibsen,Sales Manager,86 21 32 43,86 22 33 44,7,1,11.07.2022 13:22:10,Vaffeljernet,Palle Ibsen,Sales Manager,Denmark,Arhus,86 21 32 43,86 22 33 44
Lyon,France,VICTE,Victuailles en stock,Mary Saveley,Sales Agent,78.32.54.86,78.32.54.87,7,1,11.07.2022 13:22:10,Victuailles en stock,Mary Saveley,Sales Agent,France,Lyon,78.32.54.86,78.32.54.87
Reims,France,VINET,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,26.47.15.10,26.47.15.11,7,1,11.07.2022 13:22:10,Vins et alcools Chevalier,Paul Henriot,Accounting Manager,France,Reims,26.47.15.10,26.47.15.11
Stuttgart,Germany,WANDK,Die Wandernde Kuh,Rita Muller,Sales Representative,0711-020361,0711-035428,7,1,11.07.2022 13:22:10,Die Wandernde Kuh,Rita Muller,Sales Representative,Germany,Stuttgart,0711-020361,0711-035428
Oulu,Finland,WARTH,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,981-443655,981-443655,7,1,11.07.2022 13:22:10,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Finland,Oulu,981-443655,981-443655
Resende,Brazil,WELLI,Wellington Importadora,Paula Parente,Sales Manager,(14) 555-8122,,7,1,11.07.2022 13:22:10,Wellington Importadora,Paula Parente,Sales Manager,Brazil,Resende,(14) 555-8122,
Seattle,USA,WHITC,White Clover Markets,Karl Jablonski,Owner,(206) 555-4112,(206) 555-4115,7,1,11.07.2022 13:22:10,White Clover Markets,Karl Jablonski,Owner,USA,Seattle,(206) 555-4112,(206) 555-4115
Helsinki,Finland,WILMK,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,90-224 8858,90-224 8858,7,1,11.07.2022 13:22:10,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Finland,Helsinki,90-224 8858,90-224 8858
Warszawa,Poland,WOLZA,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,(26) 642-7012,(26) 642-7012,7,1,11.07.2022 13:22:10,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,Poland,Warszawa,(26) 642-7012,(26) 642-7012
City,Country,CustomerAlterKey,Customer,ContactName,ContactTitle,Phone,Fax,LineageKey,Current,StartDate,DWCustomer,DWContactName,DWContactTitle,DWCountry,DWCity,DWPhone,DWFax
Berlin,Germany,ALFKI,Alfreds Futterkiste,Maria Anders,Sales Representative,030-0074321,030-0076545,11,1,11.07.2022 13:22:17,Alfreds Futterkiste,Maria Anders,Sales Representative,Germany,Berlin,030-0074321,030-0076545
Mexico D.F.,Mexico,ANATR,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,(5) 555-4729,(5) 555-3745,11,1,11.07.2022 13:22:17,Ana Trujillo Emparedados y helados,Ana Trujillo,Owner,Mexico,Mexico D.F.,(5) 555-4729,(5) 555-3745
Mexico D.F.,Mexico,ANTON,Antonio Moreno Taqueria,Antonio Moreno,Owner,(5) 555-3932,,11,1,11.07.2022 13:22:17,Antonio Moreno Taqueria,Antonio Moreno,Owner,Mexico,Mexico D.F.,(5) 555-3932,
London,UK,AROUT,Around the Horn,Thomas Hardy,Sales Representative,(171) 555-7788,(171) 555-6750,11,1,11.07.2022 13:22:17,Around the Horn,Thomas Hardy,Sales Representative,UK,London,(171) 555-7788,(171) 555-6750
Lulea,Sweden,BERGS,Berglunds snabbkop,Christina Berglund,Order Administrator,0921-12 34 65,0921-12 34 67,11,1,11.07.2022 13:22:17,Berglunds snabbkop,Christina Berglund,Order Administrator,Sweden,Lulea,0921-12 34 65,0921-12 34 67
Mannheim,Germany,BLAUS,Blauer See Delikatessen,Hanna Moos,Sales Representative,0621-08460,0621-08924,11,1,11.07.2022 13:22:17,Blauer See Delikatessen,Hanna Moos,Sales Representative,Germany,Mannheim,0621-08460,0621-08924
Strasbourg,France,BLONP,Blondesddsl pere et fils,Frederique Citeaux,Marketing Manager,88.60.15.31,88.60.15.32,11,1,11.07.2022 13:22:17,Blondesddsl pere et fils,Frederique Citeaux,Marketing Manager,France,Strasbourg,88.60.15.31,88.60.15.32
Madrid,Spain,BOLID,Bolido Comidas preparadas,Martin Sommer,Owner,(91) 555 22 82,(91) 555 91 99,11,1,11.07.2022 13:22:17,Bolido Comidas preparadas,Martin Sommer,Owner,Spain,Madrid,(91) 555 22 82,(91) 555 91 99
Marseille,France,BONAP,Bon app',Laurence Lebihan,Owner,91.24.45.40,91.24.45.41,11,1,11.07.2022 13:22:17,Bon app',Laurence Lebihan,Owner,France,Marseille,91.24.45.40,91.24.45.41
Tsawassen,Canada,BOTTM,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,(604) 555-4729,(604) 555-3745,11,1,11.07.2022 13:22:17,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Canada,Tsawassen,(604) 555-4729,(604) 555-3745
London,UK,BSBEV,B's Beverages,Victoria Ashworth,Sales Representative,(171) 555-1212,,11,1,11.07.2022 13:22:17,B's Beverages,Victoria Ashworth,Sales Representative,UK,London,(171) 555-1212,
Buenos Aires,Argentina,CACTU,Cactus Comidas para llevar,Patricio Simpson,Sales Agent,(1) 135-5555,(1) 135-4892,11,1,11.07.2022 13:22:17,Cactus Comidas para llevar,Patricio Simpson,Sales Agent,Argentina,Buenos Aires,(1) 135-5555,(1) 135-4892
Mexico D.F.,Mexico,CENTC,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,(5) 555-3392,(5) 555-7293,11,1,11.07.2022 13:22:17,Centro comercial Moctezuma,Francisco Chang,Marketing Manager,Mexico,Mexico D.F.,(5) 555-3392,(5) 555-7293
Bern,Switzerland,CHOPS,Chop-suey Chinese,Yang Wang,Owner,0452-076545,,11,1,11.07.2022 13:22:17,Chop-suey Chinese,Yang Wang,Owner,Switzerland,Bern,0452-076545,
Sao Paulo,Brazil,COMMI,Comercio Mineiro,Pedro Afonso,Sales Associate,(11) 555-7647,,11,1,11.07.2022 13:22:17,Comercio Mineiro,Pedro Afonso,Sales Associate,Brazil,Sao Paulo,(11) 555-7647,
London,UK,CONSH,Consolidated Holdings,Elizabeth Brown,Sales Representative,(171) 555-2282,(171) 555-9199,11,1,11.07.2022 13:22:17,Consolidated Holdings,Elizabeth Brown,Sales Representative,UK,London,(171) 555-2282,(171) 555-9199
Aachen,Germany,DRACD,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,0241-039123,0241-059428,11,1,11.07.2022 13:22:17,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Germany,Aachen,0241-039123,0241-059428
